unitid,campus_id,label,branch,year,source_year_filter,on_campus_availability,housing_availability,current_api_survey_year,current_api_country,current_api_is_us,current_api_housing_declaration,historical_blank_interpretation,source_url
134130,134130014,Florida,Florida Medical Entomology Laboratory,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130014
134130,134130014,Florida,Florida Medical Entomology Laboratory,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130014
134130,134130015,Florida,Fort Lauderdale Research and Education Center,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130015
134130,134130015,Florida,Fort Lauderdale Research and Education Center,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130015
134130,134130015,Florida,Fort Lauderdale Research and Education Center,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130015
134130,134130017,Florida,Gulf Coast Research and Education Center,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130017
134130,134130017,Florida,Gulf Coast Research and Education Center,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130017
134130,134130017,Florida,Gulf Coast Research and Education Center,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130017
134130,134130018,Florida,Indian River Research and Education Center Campus,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130018
134130,134130018,Florida,Indian River Research and Education Center Campus,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130018
134130,134130018,Florida,Indian River Research and Education Center Campus,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130018
134130,134130019,Florida,Mid Florida Research and Education Center,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130019
134130,134130019,Florida,Mid Florida Research and Education Center,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130019
134130,134130019,Florida,Mid Florida Research and Education Center,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130019
134130,134130020,Florida,Nature Coast Biological Station,2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130020
134130,134130020,Florida,Nature Coast Biological Station,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130020
134130,134130020,Florida,Nature Coast Biological Station,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130020
134130,134130021,Florida,North Florida Research and Education Center Campus (Suwannee Valley),2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130021
134130,134130021,Florida,North Florida Research and Education Center Campus (Suwannee Valley),2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130021
134130,134130021,Florida,North Florida Research and Education Center Campus (Suwannee Valley),2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130021
134130,134130022,Florida,North Florida Research and Education Center (Quincy),2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130022
134130,134130022,Florida,North Florida Research and Education Center (Quincy),2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130022
134130,134130022,Florida,North Florida Research and Education Center (Quincy),2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130022
134130,134130023,Florida,North Florida Research and Education Center (Marianna),2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130023
134130,134130023,Florida,North Florida Research and Education Center (Marianna),2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130023
134130,134130023,Florida,North Florida Research and Education Center (Marianna),2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130023
134130,134130024,Florida,Plant Science Research and Education Unit,2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130024
134130,134130024,Florida,Plant Science Research and Education Unit,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130024
134130,134130024,Florida,Plant Science Research and Education Unit,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130024
134130,134130025,Florida,Range Cattle Research and Education Center,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130025
134130,134130025,Florida,Range Cattle Research and Education Center,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130025
134130,134130025,Florida,Range Cattle Research and Education Center,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130025
134130,134130026,Florida,Southwest Florida Research and Education Center,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130026
134130,134130026,Florida,Southwest Florida Research and Education Center,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130026
134130,134130026,Florida,Southwest Florida Research and Education Center,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130026
134130,134130027,Florida,Tropical Aquaculture Laboratory,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130027
134130,134130027,Florida,Tropical Aquaculture Laboratory,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130027
134130,134130027,Florida,Tropical Aquaculture Laboratory,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130027
134130,134130028,Florida,Tropical Research and Education Center,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130028
134130,134130028,Florida,Tropical Research and Education Center,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130028
134130,134130028,Florida,Tropical Research and Education Center,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130028
134130,134130029,Florida,West Florida Research and Education Center (Milton),2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130029
134130,134130029,Florida,West Florida Research and Education Center (Milton),2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130029
134130,134130029,Florida,West Florida Research and Education Center (Milton),2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130029
134130,134130030,Florida,West Florida Research and Education Center (Jay),2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130030
134130,134130030,Florida,West Florida Research and Education Center (Jay),2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130030
134130,134130030,Florida,West Florida Research and Education Center (Jay),2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130030
134130,134130031,Florida,Hastings Demonstration Unit,2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130031
134130,134130031,Florida,Hastings Demonstration Unit,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130031
134130,134130031,Florida,Hastings Demonstration Unit,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130031
134130,134130032,Florida,UF MBA South Florida Campus,2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130032
134130,134130032,Florida,UF MBA South Florida Campus,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130032
134130,134130032,Florida,UF MBA South Florida Campus,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130032
134130,134130033,Florida,Hialeah Dental Center Campus,2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130033
134130,134130033,Florida,Hialeah Dental Center Campus,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130033
134130,134130033,Florida,Hialeah Dental Center Campus,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130033
134130,134130034,Florida,NCEF Naples Pediatric Dental Center Campus,2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130034
134130,134130034,Florida,NCEF Naples Pediatric Dental Center Campus,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130034
134130,134130034,Florida,NCEF Naples Pediatric Dental Center Campus,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130034
134130,134130035,Florida,St. Petersburg Dental Clinic,2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130035
134130,134130035,Florida,St. Petersburg Dental Clinic,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130035
134130,134130035,Florida,St. Petersburg Dental Clinic,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130035
134130,134130036,Florida,IFAS Equine Science Center,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130036
134130,134130036,Florida,IFAS Equine Science Center,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130036
134130,134130036,Florida,IFAS Equine Science Center,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130036
134130,134130037,Florida,IFAS Horse Teaching Unit,2022,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130037
134130,134130037,Florida,IFAS Horse Teaching Unit,2023,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130037
134130,134130037,Florida,IFAS Horse Teaching Unit,2024,1,reported_numeric,reported_numeric,2024,,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130037
134130,134130038,Florida,UF IFAS CALS at Plant City,2022,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130038
134130,134130038,Florida,UF IFAS CALS at Plant City,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130038
134130,134130038,Florida,UF IFAS CALS at Plant City,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130038
134130,134130039,Florida,The Herbert Wertheim UF Scripps Institute for Biomedical Innovation & Technology,2022,0,year_filter_0,year_filter_0,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130039
134130,134130039,Florida,The Herbert Wertheim UF Scripps Institute for Biomedical Innovation & Technology,2023,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130039
134130,134130039,Florida,The Herbert Wertheim UF Scripps Institute for Biomedical Innovation & Technology,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130039
134130,134130040,Florida,JaxLab,2022,0,year_filter_0,year_filter_0,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130040
134130,134130040,Florida,JaxLab,2023,0,year_filter_0,year_filter_0,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130040
134130,134130040,Florida,JaxLab,2024,1,reported_numeric,blank_source_cell,2024,,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/134130040
139755,139755001,Georgia Tech,Atlanta (Main) Campus,2022,1,reported_numeric,reported_numeric,2024,United States,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755001
139755,139755001,Georgia Tech,Atlanta (Main) Campus,2023,1,reported_numeric,reported_numeric,2024,United States,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755001
139755,139755001,Georgia Tech,Atlanta (Main) Campus,2024,1,reported_numeric,reported_numeric,2024,United States,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755001
139755,139755002,Georgia Tech,Georgia Tech Savannah,2022,1,reported_numeric,blank_source_cell,2024,United States,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755002
139755,139755002,Georgia Tech,Georgia Tech Savannah,2023,1,reported_numeric,blank_source_cell,2024,United States,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755002
139755,139755002,Georgia Tech,Georgia Tech Savannah,2024,1,reported_numeric,blank_source_cell,2024,United States,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755002
139755,139755003,Georgia Tech,Georgia Tech Europe,2022,1,reported_numeric,reported_numeric,2024,France,False,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755003
139755,139755003,Georgia Tech,Georgia Tech Europe,2023,1,reported_numeric,reported_numeric,2024,France,False,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755003
139755,139755003,Georgia Tech,Georgia Tech Europe,2024,1,reported_numeric,reported_numeric,2024,France,False,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755003
139755,139755004,Georgia Tech,Georgia Tech Shenzhen,2022,1,reported_numeric,reported_numeric,2024,China,False,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755004
139755,139755004,Georgia Tech,Georgia Tech Shenzhen,2023,1,reported_numeric,reported_numeric,2024,China,False,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755004
139755,139755004,Georgia Tech,Georgia Tech Shenzhen,2024,1,reported_numeric,reported_numeric,2024,China,False,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/139755004
144050,144050001,Chicago,Main Campus,2022,1,reported_numeric,reported_numeric,2024,United States,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050001
144050,144050001,Chicago,Main Campus,2023,1,reported_numeric,reported_numeric,2024,United States,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050001
144050,144050001,Chicago,Main Campus,2024,1,reported_numeric,reported_numeric,2024,United States,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050001
144050,144050002,Chicago,Gleacher Center,2022,1,reported_numeric,blank_source_cell,2024,United States,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050002
144050,144050002,Chicago,Gleacher Center,2023,1,reported_numeric,blank_source_cell,2024,United States,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050002
144050,144050002,Chicago,Gleacher Center,2024,1,reported_numeric,blank_source_cell,2024,United States,True,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050002
144050,144050003,Chicago,Center in Paris,2022,1,reported_numeric,blank_source_cell,2024,France,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050003
144050,144050003,Chicago,Center in Paris,2023,1,reported_numeric,blank_source_cell,2024,France,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050003
144050,144050003,Chicago,Center in Paris,2024,1,reported_numeric,blank_source_cell,2024,France,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050003
144050,144050005,Chicago,Chicago Booth Europe Campus,2022,1,reported_numeric,blank_source_cell,2024,United Kingdom,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050005
144050,144050005,Chicago,Chicago Booth Europe Campus,2023,1,reported_numeric,blank_source_cell,2024,United Kingdom,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050005
144050,144050005,Chicago,Chicago Booth Europe Campus,2024,1,reported_numeric,blank_source_cell,2024,United Kingdom,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050005
144050,144050006,Chicago,Center in Beijing,2022,1,reported_numeric,blank_source_cell,2024,China,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050006
144050,144050006,Chicago,Center in Beijing,2023,1,reported_numeric,blank_source_cell,2024,China,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050006
144050,144050006,Chicago,Center in Beijing,2024,1,reported_numeric,blank_source_cell,2024,China,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050006
144050,144050008,Chicago,The University of Chicago Francis and Rose Yuen Campus in Hong Kong,2022,1,reported_numeric,blank_source_cell,2024,Hong Kong,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050008
144050,144050008,Chicago,The University of Chicago Francis and Rose Yuen Campus in Hong Kong,2023,1,reported_numeric,blank_source_cell,2024,Hong Kong,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050008
144050,144050008,Chicago,The University of Chicago Francis and Rose Yuen Campus in Hong Kong,2024,1,reported_numeric,blank_source_cell,2024,Hong Kong,False,This institution does not provide On-campus Student Housing Facilities.,unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050008
144050,144050009,Chicago,University of Chicago-MBL Campus,2022,1,reported_numeric,reported_numeric,2024,United States,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050009
144050,144050009,Chicago,University of Chicago-MBL Campus,2023,1,reported_numeric,reported_numeric,2024,United States,True,"This campus provides On-campus Student Housing Facilities.
On-campus Student Housing Facilities statistics are a subset of On-Campus statistics.",unresolved; no zero imputation,https://ope.ed.gov/campussafety/api/campus/144050009
