cohort,label,unitid,campus_id,institution_name,opeid,branch,address,city,state,zip,reported_enrollment_men,reported_enrollment_women,reported_enrollment_total,filter_2022,filter_2023,filter_2024,candidate_first_campus_suffix001,housing_analysis_selection,source_file
Additional public,Virginia,234076,234076013,University of Virginia-Main Campus,00374500,UVA-Inova,3300 Gallows Road,Falls Church,VA,22042,11946,14463,26409,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional public,Virginia,234076,234076014,University of Virginia-Main Campus,00374500,Morven Campus,600 Morven Drive,Charlottesville,VA,22902,11946,14463,26409,0,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional public,Washington Seattle,236948,236948001,University of Washington-Seattle Campus,00379800,Main Campus,NONE,SEATTLE,WA,981954550,29577,27420,56997,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional public,Wisconsin Madison,240444,240444001,University of Wisconsin-Madison,00389500,Main Campus,500 LINCOLN DR,MADISON,WI,53706,23932,27112,51044,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Caltech,110404,110404001,California Institute of Technology,00113100,Main Campus,1200 E CALIFORNIA BLVD.,PASADENA,CA,91125,1459,971,2430,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Carnegie Mellon,211440,211440001,Carnegie Mellon University,00324200,Main Campus,5000 FORBES AVE,PITTSBURGH,PA,15213,8977,6911,15888,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Carnegie Mellon,211440,211440003,Carnegie Mellon University,00324200,Qatar,Education City,Doha,,,8977,6911,15888,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Carnegie Mellon,211440,211440004,Carnegie Mellon University,00324200,Silicon Valley,"Building 23, Nasa Ames Research Park",Moffett Field,CA,94035,8977,6911,15888,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Carnegie Mellon,211440,211440005,Carnegie Mellon University,00324200,New York City,"88 Pine Street -Wall Street Plaza, 12th Floor",New York,NY,10005,8977,6911,15888,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Carnegie Mellon,211440,211440006,Carnegie Mellon University,00324200,Los Angeles,"4640 Lankershim Blvd, suite 125",North Hollywood,CA,91602,8977,6911,15888,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Carnegie Mellon,211440,211440007,Carnegie Mellon University,00324200,CMU-Africa,"Boulevard de l Umuganda, Telecom House 4th Fl",Kigali,,,8977,6911,15888,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Chicago,144050,144050001,University of Chicago,00177400,Main Campus,5801 S ELLIS AVE,CHICAGO,IL,60637,10087,8479,18566,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Chicago,144050,144050002,University of Chicago,00177400,Gleacher Center,450 North Cityfront Plaza Drive,Chicago,IL,60611,10087,8479,18566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Chicago,144050,144050003,University of Chicago,00177400,Center in Paris,41 Rue De Grand Moulins,Paris,,75013,10087,8479,18566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Chicago,144050,144050005,University of Chicago,00177400,Chicago Booth Europe Campus,One Bartholomew Close - Barts Square,London,,EC1A 7BL,10087,8479,18566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Chicago,144050,144050006,University of Chicago,00177400,Center in Beijing,"20th Floor, Culture Plaza, 59A Zhong Guan Cun Street, Haidian District",Beijing,,100872,10087,8479,18566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Chicago,144050,144050008,University of Chicago,00177400,The University of Chicago Francis and Rose Yuen Campus in Hong Kong,"168 Victoria Road, Mount Davis",Hong Kong,,,10087,8479,18566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Chicago,144050,144050009,University of Chicago,00177400,University of Chicago-MBL Campus,7 MBL Street,Woods Hole,MA,02543,10087,8479,18566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Chicago,144050,144050010,University of Chicago,00177400,UChicago Center in Dehli,"DLF Capitol Point, Baba Kharak Singh Marg",New Delhi,,110001,10087,8479,18566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Duke,198419,198419001,Duke University,00292000,Main Campus,207 ALLEN BLDG. BOX 90001,DURHAM,NC,27708,7778,9721,17499,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Duke,198419,198419002,Duke University,00292000,Marine Laboratory,135 Duke Marine Lab Road,Beaufort,NC,285169721,7778,9721,17499,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Duke,198419,198419003,Duke University,00292000,Duke in DC,"1201 Pennsylvania Avenue, N.W.",Washington,DC,20004,7778,9721,17499,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Georgetown,131496,131496001,Georgetown University,00144500,Hilltop Campus,37TH AND O ST NW,WASHINGTON,DC,20057,8833,11198,20031,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Georgetown,131496,131496002,Georgetown University,00144500,Capitol Campus,"600 New Jersey Avenue, N.W.",Washington,DC,20001,8833,11198,20031,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Georgetown,131496,131496003,Georgetown University,00144500,"Villa le Balze, Fiesole, Italy","Via  Vecchia Fiesolana #26, 50014 Fiesole, Italy",Florence,,,8833,11198,20031,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Georgetown,131496,131496005,Georgetown University,00144500,"Education City, Doha, Qatar","P.O Box  23689  -  Doha, Qatar",Doha,,20057,8833,11198,20031,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Georgetown,131496,131496006,Georgetown University,00144500,Center for Transnational Legal Studies,"Swan House, 37 High Holborn",London,,WC1V 6AA,8833,11198,20031,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Georgetown,131496,131496007,Georgetown University,00144500,School of Continuing Studies,640 Massachusetts Avenue N.W.,Washington,DC,20001,8833,11198,20031,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928001,Johns Hopkins University,00207700,"JHU  HOMEWOOD  CAMPUS, BALTIMORE, MARYLAND",3400 N CHARLES ST,BALTIMORE,MD,212182688,14243,15967,30210,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928002,Johns Hopkins University,00207700,"Johns Hopkins Medical Institutions, Baltimore, Md.",550 N. Broadway,Baltimore,MD,21205,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928003,Johns Hopkins University,00207700,"Harbor East Campus, Baltimore, Maryland",100 International Drive,Baltimore,MD,212014649,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928006,Johns Hopkins University,00207700,"JHU Applied Physics Laboratory, Maryland",11100 Johns Hopkins Road,Laurel,MD,207236005,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928007,Johns Hopkins University,00207700,Hopkins Bloomberg Center,555 Pennsylvania Ave,Washington,DC,20001,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928009,Johns Hopkins University,00207700,"JHU SAIS Europe, Bologna, Italy","Via Belmeloro 11,  40126",Bologna,,,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928011,Johns Hopkins University,00207700,Peabody Institute of Johns Hopkins University,1 East Mt. Vernon Place,Baltimore,MD,212022308,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928012,Johns Hopkins University,00207700,JHU - Nanjing,"162 Shanghai Rd, Gulou District",Nanjing,,210008,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928014,Johns Hopkins University,00207700,"The Johns Hopkins University Public Policy Center- Barcelona, Spain","Universitat Pompeu Fabra- Ciutadella Campus Calle Ramon Trias Fargas, 25-27, Building Merce Rodoreda 24",Barcelona,,08005,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Johns Hopkins,162928,162928015,Johns Hopkins University,00207700,Bayview Medical Center,4940 Eastern Ave,Baltimore,MD,21224,14243,15967,30210,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,MIT,166683,166683001,Massachusetts Institute of Technology,00217800,MIT,77 MASSACHUSETTS AVE,CAMBRIDGE,MA,021394307,6650,5236,11886,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Northwestern,147767,147767001,Northwestern University,00173900,Main Campus,633 CLARK ST,EVANSTON,IL,602081320,10696,13160,23856,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Northwestern,147767,147767002,Northwestern University,00173900,Chicago Campus,710 N. Lake Shore Drive,Chicago,IL,606113078,10696,13160,23856,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Northwestern,147767,147767003,Northwestern University,00173900,Miami,"95 Merrick Way, Suite 105",Coral Gables,FL,33134,10696,13160,23856,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Northwestern,147767,147767004,Northwestern University,00173900,Washington D.C. Campus,1301 K Street NW,Washington,DC,20005,10696,13160,23856,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Northwestern,147767,147767005,Northwestern University,00173900,"Education City, Qatar","Northwestern University in Qatar, P.O. Box 34102",Doha,,,10696,13160,23856,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Northwestern,147767,147767006,Northwestern University,00173900,San Francisco,44 Montgomery St.,San Francisco,CA,94104,10696,13160,23856,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Notre Dame,152080,152080001,University of Notre Dame,00184000,Main Campus,204 Hammes Mowbray Hall,Notre Dame,IN,46556,6845,6197,13042,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Notre Dame,152080,152080002,University of Notre Dame,00184000,London Campus,1 - 4 Suffolk Street,London,,SW1Y 4HG,6845,6197,13042,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Notre Dame,152080,152080003,University of Notre Dame,00184000,Dublin Campus,58 Merrion Square South,Dublin 2,,,6845,6197,13042,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Notre Dame,152080,152080004,University of Notre Dame,00184000,Rome Campus,Via Ostilia 15,Rome,,00184,6845,6197,13042,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Notre Dame,152080,152080005,University of Notre Dame,00184000,Jerusalem Campus,The University of Notre Dame at Tantur,Jerusalem,,,6845,6197,13042,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Notre Dame,152080,152080006,University of Notre Dame,00184000,UNDERC - East,7645 Notre Dame Lane,Land O' Lakes,WI,54540,6845,6197,13042,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Notre Dame,152080,152080007,University of Notre Dame,00184000,Chicago Campus,224 South Michigan Street,Chicago,IL,60604,6845,6197,13042,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900001,New York University,00278500,NYU Washington Square,70 Washington Square South,New York,NY,10012,23777,33055,56832,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900002,New York University,00278500,NYU Grossman School of Medicine,530 First Avenue,New York,NY,10018,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900003,New York University,00278500,NYU in Florence/Villa La Pietra,Via Bolognese 120,Florence,,50139,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900004,New York University,00278500,NYU Accra,"4th Norla Road, North Labone",Accra,,,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900005,New York University,00278500,NYU London,265 Strand,London,,WC2R 1DH,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900006,New York University,00278500,NYU Madrid,"Calle del Barquillo, 13",Madrid,,28002,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900007,New York University,00278500,NYU Paris,57-59 Boulevard St. Germain,Paris,,75016,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900008,New York University,00278500,NYU Prague,"11 Male Namesti, Praha 1, Czech Republic 11000",Praha,,11000,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900009,New York University,00278500,NYU Berlin - Academic Center,"Schönhauser Allee 36, 10435",Berlin,,10435,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900012,New York University,00278500,NYU Buenos Aires,Anchorena 1314,Buenos Aires,,,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900013,New York University,00278500,NYU Shanghai,"No. 567, West Yangsi Road",Pudong Shanghai,,,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900014,New York University,00278500,NYU in Tel Aviv,Brandeis Street 17,Tel Aviv,,62260,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900016,New York University,00278500,NYU Abu Dhabi,P.O. Box 129188,Abu Dhabi,,,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900017,New York University,00278500,NYU Sydney,"Merewether H04 Buidling,  Academic Center, University of Sydney",Sydney,,NSW 2000,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900018,New York University,00278500,"NYU Washington, DC","1307 L Street, NW",Washington,DC,200054112,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900019,New York University,00278500,NYU Brooklyn Commons,370 Jay Street,Brooklyn,NY,11201,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900023,New York University,00278500,NYU Grossman Long Island School of Medicine,222 Station Plaza North,Mineola,NY,11501,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900024,New York University,00278500,NYU Los Angeles,145 South Fairfax Avenue,Los Angeles,CA,90036,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900025,New York University,00278500,NYU Langone Hospital - Brooklyn,150 55th Street,Brooklyn,NY,11220,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900026,New York University,00278500,NYU Berlin St. Agnes,Alexandrinenstrasse 118-123,Berlin,,10969,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900027,New York University,00278500,NYU Kips Bay,433 First Avenue,New York,NY,10010,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900028,New York University,00278500,NYU Midtown Center,11 West 42nd Street,New York,NY,10036,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900029,New York University,00278500,NYU Upper East Side,1 E. 78th Street,New York,NY,10075,23777,33055,56832,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900031,New York University,00278500,NYU Westchester,1 Mead Way,Bronxville,NY,10708,23777,33055,56832,0,0,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900033,New York University,00278500,NYU Athens,34 Taskalof Street,Athens,,106 73,23777,33055,56832,0,0,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,NYU,193900,193900034,New York University,00278500,NYU Rockland,125 Route 340,Sparkill,NY,10976,23777,33055,56832,0,0,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744001,Stanford University,00130500,Main Campus,450 Jane Stanford Way,STANFORD,CA,943052061,9667,8958,18625,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744002,Stanford University,00130500,Stanford in Washington,"2661 Connecticut Ave, N.W.",Washington,DC,20008,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744003,Stanford University,00130500,Hopkins Marine Station,120 Ocean View Boulevard,Pacific Grove,CA,939503094,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744004,Stanford University,00130500,"Stanford in Santiago, Chile","Santiago, Chile",Santiago,,750-0753,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744006,Stanford University,00130500,"Stanford in Berlin, Germany",Pacellialee 18-20,Berlin,,14195,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744007,Stanford University,00130500,Stanford Japan Center,"Kyoto, Japan",Kyoto,,,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744008,Stanford University,00130500,Stanford in Paris,"Paris, France",Paris,,,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744009,Stanford University,00130500,Stanford in Florence,Piazza Santa Maria Sopr'Arno 1,Firenze,,0000,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744010,Stanford University,00130500,Stanford in Oxford,"Oxford, England",Oxford,,,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744013,Stanford University,00130500,"Stanford in Madrid, Spain","Instituto Internacional, Miguel Angel, 8",Madrid,,,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744014,Stanford University,00130500,"Stanford in Capetown, South Africa","Waverley Business Park Bldg 11A, Wycroft Road",Cape Town,,,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,Stanford,243744,243744015,Stanford University,00130500,Stanford in New York,915 Broadway Suite 1801,New York,NY,10010,9667,8958,18625,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961001,University of Southern California,00132800,University Park Campus,University Park,Los Angeles,CA,900895012,21836,24730,46566,1,1,1,1,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961002,University of Southern California,00132800,Health Sciences Campus,University of Southern California,Los Angeles,CA,90033,21836,24730,46566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961003,University of Southern California,00132800,Catalina Island,University of Southern California,Two Harbors,CA,90704,21836,24730,46566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961005,University of Southern California,00132800,Sacramento Center,1800 I St.,Sacramento,CA,95814,21836,24730,46566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961006,University of Southern California,00132800,Marina del Rey,4676 Admiralty Way,Marina del Rey,CA,90292,21836,24730,46566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961007,University of Southern California,00132800,Health Science Alhambra Building,1000 Fremont Av.,Alhambra,CA,91803,21836,24730,46566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961008,University of Southern California,00132800,San Diego Alzheimer's Research Institute,9860 Mesa Rim Road,San Diego,CA,92121,21836,24730,46566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961009,University of Southern California,00132800,Aviation Safety & Security,6033 West Century Blvd,Los Angeles,CA,90045,21836,24730,46566,1,1,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
Additional private,USC,123961,123961015,University of Southern California,00132800,USC - Washington D.C. Capitol Campus,1771 N St NW,Washington,DC,20036,21836,24730,46566,0,0,1,0,NOT SELECTED: require matching residence denominator geography,Oncampuscrime222324.xls
